"Record Length",20000,"Points",-3.29500000e-008,-6.24999914e-004
"Sample Interval",5.00000000e-012,s,-3.29450000e-008,-6.31249914e-004
"Trigger Point",6590,"Samples",-3.29400000e-008,-6.24999914e-004
"Trigger Time",0.00000000e+000,s,-3.29350000e-008,-6.18749913e-004
"",,,-3.29300000e-008,-6.24999914e-004
"Horizontal Offset",-3.29500000e-008,s,-3.29250000e-008,-6.49999916e-004
,,,-3.29200000e-008,-6.24999914e-004
,,,-3.29150000e-008,-6.37499915e-004
,,,-3.29100000e-008,-6.43749915e-004
,,,-3.29050000e-008,-6.24999914e-004
,,,-3.29000000e-008,-6.31249914e-004
,,,-3.28950000e-008,-6.24999914e-004
,,,-3.28900000e-008,-6.18749913e-004
,,,-3.28850000e-008,-6.18749913e-004
,,,-3.28800000e-008,-6.18749913e-004
,,,-3.28750000e-008,-6.31249914e-004
,,,-3.28700000e-008,-6.37499915e-004
,,,-3.28650000e-008,-6.43749915e-004
,,,-3.28600000e-008,-6.37499915e-004
,,,-3.28550000e-008,-6.24999914e-004
,,,-3.28500000e-008,-6.49999916e-004
,,,-3.28450000e-008,-6.43749915e-004
,,,-3.28400000e-008,-6.37499915e-004
,,,-3.28350000e-008,-6.31249914e-004
,,,-3.28300000e-008,-6.24999914e-004
,,,-3.28250000e-008,-6.37499915e-004
,,,-3.28200000e-008,-6.12499913e-004
,,,-3.28150000e-008,-6.31249914e-004
,,,-3.28100000e-008,-6.06249913e-004
,,,-3.28050000e-008,-5.87499911e-004
,,,-3.28000000e-008,-5.93749912e-004
,,,-3.27950000e-008,-5.87499911e-004
,,,-3.27900000e-008,-5.81249911e-004
,,,-3.27850000e-008,-5.81249911e-004
,,,-3.27800000e-008,-5.68749910e-004
,,,-3.27750000e-008,-5.49999909e-004
,,,-3.27700000e-008,-5.43749908e-004
,,,-3.27650000e-008,-5.31249907e-004
,,,-3.27600000e-008,-5.12499906e-004
,,,-3.27550000e-008,-4.99999905e-004
,,,-3.27500000e-008,-5.06249905e-004
,,,-3.27450000e-008,-5.12499906e-004
,,,-3.27400000e-008,-4.93749905e-004
,,,-3.27350000e-008,-4.99999905e-004
,,,-3.27300000e-008,-4.87499904e-004
,,,-3.27250000e-008,-4.81249904e-004
,,,-3.27200000e-008,-4.74999903e-004
,,,-3.27150000e-008,-4.74999903e-004
,,,-3.27100000e-008,-4.68749903e-004
,,,-3.27050000e-008,-4.56249902e-004
,,,-3.27000000e-008,-4.56249902e-004
,,,-3.26950000e-008,-4.62499902e-004
,,,-3.26900000e-008,-4.68749903e-004
,,,-3.26850000e-008,-4.49999901e-004
,,,-3.26800000e-008,-4.68749903e-004
,,,-3.26750000e-008,-4.68749903e-004
,,,-3.26700000e-008,-4.68749903e-004
,,,-3.26650000e-008,-4.68749903e-004
,,,-3.26600000e-008,-4.87499904e-004
,,,-3.26550000e-008,-4.93749905e-004
,,,-3.26500000e-008,-5.06249905e-004
,,,-3.26450000e-008,-5.12499906e-004
,,,-3.26400000e-008,-5.24999907e-004
,,,-3.26350000e-008,-5.37499908e-004
,,,-3.26300000e-008,-5.31249907e-004
,,,-3.26250000e-008,-5.49999909e-004
,,,-3.26200000e-008,-5.49999909e-004
,,,-3.26150000e-008,-5.62499909e-004
,,,-3.26100000e-008,-5.81249911e-004
,,,-3.26050000e-008,-6.06249913e-004
,,,-3.26000000e-008,-5.99999912e-004
,,,-3.25950000e-008,-6.24999914e-004
,,,-3.25900000e-008,-6.18749913e-004
,,,-3.25850000e-008,-6.37499915e-004
,,,-3.25800000e-008,-6.49999916e-004
,,,-3.25750000e-008,-6.62499917e-004
,,,-3.25700000e-008,-6.74999917e-004
,,,-3.25650000e-008,-6.68749917e-004
,,,-3.25600000e-008,-6.93749919e-004
,,,-3.25550000e-008,-6.81249918e-004
,,,-3.25500000e-008,-6.99999919e-004
,,,-3.25450000e-008,-6.99999919e-004
,,,-3.25400000e-008,-6.93749919e-004
,,,-3.25350000e-008,-7.06249920e-004
,,,-3.25300000e-008,-7.18749920e-004
,,,-3.25250000e-008,-7.18749920e-004
,,,-3.25200000e-008,-7.12499920e-004
,,,-3.25150000e-008,-7.06249920e-004
,,,-3.25100000e-008,-7.18749920e-004
,,,-3.25050000e-008,-7.24999921e-004
,,,-3.25000000e-008,-7.12499920e-004
,,,-3.24950000e-008,-7.18749920e-004
,,,-3.24900000e-008,-7.06249920e-004
,,,-3.24850000e-008,-7.12499920e-004
,,,-3.24800000e-008,-7.06249920e-004
,,,-3.24750000e-008,-7.12499920e-004
,,,-3.24700000e-008,-7.06249920e-004
,,,-3.24650000e-008,-6.99999919e-004
,,,-3.24600000e-008,-6.99999919e-004
,,,-3.24550000e-008,-6.93749919e-004
,,,-3.24500000e-008,-6.93749919e-004
,,,-3.24450000e-008,-6.99999919e-004
,,,-3.24400000e-008,-6.74999917e-004
,,,-3.24350000e-008,-6.87499918e-004
,,,-3.24300000e-008,-6.74999917e-004
,,,-3.24250000e-008,-6.81249918e-004
,,,-3.24200000e-008,-6.62499917e-004
,,,-3.24150000e-008,-6.74999917e-004
,,,-3.24100000e-008,-6.62499917e-004
,,,-3.24050000e-008,-6.56249916e-004
,,,-3.24000000e-008,-6.56249916e-004
,,,-3.23950000e-008,-6.43749915e-004
,,,-3.23900000e-008,-6.49999916e-004
,,,-3.23850000e-008,-6.56249916e-004
,,,-3.23800000e-008,-6.37499915e-004
,,,-3.23750000e-008,-6.43749915e-004
,,,-3.23700000e-008,-6.49999916e-004
,,,-3.23650000e-008,-6.31249914e-004
,,,-3.23600000e-008,-6.24999914e-004
,,,-3.23550000e-008,-6.24999914e-004
,,,-3.23500000e-008,-6.18749913e-004
,,,-3.23450000e-008,-6.37499915e-004
,,,-3.23400000e-008,-6.18749913e-004
,,,-3.23350000e-008,-6.06249913e-004
,,,-3.23300000e-008,-6.06249913e-004
,,,-3.23250000e-008,-6.06249913e-004
,,,-3.23200000e-008,-6.18749913e-004
,,,-3.23150000e-008,-6.06249913e-004
,,,-3.23100000e-008,-6.12499913e-004
,,,-3.23050000e-008,-5.99999912e-004
,,,-3.23000000e-008,-6.18749913e-004
,,,-3.22950000e-008,-6.18749913e-004
,,,-3.22900000e-008,-6.12499913e-004
,,,-3.22850000e-008,-6.06249913e-004
,,,-3.22800000e-008,-5.99999912e-004
,,,-3.22750000e-008,-6.06249913e-004
,,,-3.22700000e-008,-5.99999912e-004
,,,-3.22650000e-008,-5.99999912e-004
,,,-3.22600000e-008,-6.12499913e-004
,,,-3.22550000e-008,-6.06249913e-004
,,,-3.22500000e-008,-5.87499911e-004
,,,-3.22450000e-008,-5.93749912e-004
,,,-3.22400000e-008,-5.93749912e-004
,,,-3.22350000e-008,-5.99999912e-004
,,,-3.22300000e-008,-5.93749912e-004
,,,-3.22250000e-008,-5.93749912e-004
,,,-3.22200000e-008,-5.99999912e-004
,,,-3.22150000e-008,-5.81249911e-004
,,,-3.22100000e-008,-5.87499911e-004
,,,-3.22050000e-008,-5.87499911e-004
,,,-3.22000000e-008,-5.74999910e-004
,,,-3.21950000e-008,-5.56249909e-004
,,,-3.21900000e-008,-5.68749910e-004
